wd:Q35120	wd:Q35120
wd:Q7048977	wd:Q7048977
wd:Q24238356	wd:Q24238356
wd:Q215627	wd:Q215627
wd:Q4233718	wd:Q4233718
wd:Q20162172	wd:Q20162172
wd:Q1914636	wd:Q1914636
wd:Q17853087	wd:Q17853087
wd:Q1058791	wd:Q1058791
wd:Q1172333	wd:Q1172333
wd:Q11321874	wd:Q11321874
wd:Q3249551	wd:Q3249551
wd:Q337060	wd:Q337060
wd:Q1454986	wd:Q1454986
wd:Q811367	wd:Q811367
wd:Q4421	wd:Q4421
wd:Q35145263	wd:Q35145263
wd:Q83620	wd:Q83620
wd:Q2858615	wd:Q2858615
wd:Q3951866	wd:Q3951866
wd:Q117670709	wd:Q117670709
wd:Q216158	wd:Q216158
wd:Q83115456	wd:Q83115456
wd:Q4321	wd:Q4321
wd:Q188447	wd:Q188447
wd:Q1939150	wd:Q1939150
wd:Q18562917	wd:Q18562917
wd:Q27096235	wd:Q27096235
wd:Q811979	wd:Q811979
wd:Q4117949	wd:Q4117949
wd:Q370607	wd:Q370607
wd:Q861911	wd:Q861911
wd:Q1812889	wd:Q1812889
wd:Q4739381	wd:Q4739381
wd:Q122068532	wd:Q122068532
wd:Q12518	wd:Q12518
wd:Q1318674	wd:Q1318674
wd:Q282250	wd:Q282250
wd:Q28498244	wd:Q28498244
wd:Q904756	wd:Q904756
wd:Q1355387	wd:Q1355387
wd:Q11410	wd:Q11410
wd:Q1150958	wd:Q1150958
wd:Q66467327	wd:Q66467327
wd:Q216749	wd:Q216749
wd:Q160738	wd:Q160738
wd:Q1501543	wd:Q1501543
wd:Q7889	wd:Q7889
wd:Q744038	wd:Q744038
wd:Q202833	wd:Q202833
wd:Q175173	wd:Q175173
wd:Q87741364	wd:Q87741364
wd:Q1823737	wd:Q1823737
wd:Q751424	wd:Q751424
wd:Q17351672	wd:Q17351672
wd:Q131436	wd:Q131436
wd:Q1643932	wd:Q1643932
wd:Q2164067	wd:Q2164067
wd:Q1751513	wd:Q1751513
wd:Q23397	wd:Q23397
wd:Q42503289	wd:Q42503289
wd:Q838948	wd:Q838948
wd:Q99527517	wd:Q99527517
wd:Q12893838	wd:Q12893838
wd:Q2832578	wd:Q2832578
wd:Q65088916	wd:Q65088916
wd:Q6671777	wd:Q6671777
wd:Q82821	wd:Q82821
wd:Q317623	wd:Q317623
wd:Q996023	wd:Q996023
wd:Q1351368	wd:Q1351368
wd:Q123691918	wd:Q123691918
wd:Q217941	wd:Q217941
wd:Q609089	wd:Q609089
wd:Q11233438	wd:Q11233438
wd:Q131214	wd:Q131214
wd:Q264661	wd:Q264661
wd:Q1307347	wd:Q1307347
wd:Q42948	wd:Q42948
wd:Q148571	wd:Q148571
wd:Q391414	wd:Q391414
wd:Q37813	wd:Q37813
wd:Q76211792	wd:Q76211792
wd:Q60748075	wd:Q60748075
wd:Q211606	wd:Q211606
wd:Q759524	wd:Q759524
wd:Q2088357	wd:Q2088357
wd:Q42998	wd:Q42998
wd:Q290702	wd:Q290702
wd:Q7623897	wd:Q7623897
wd:Q7225121	wd:Q7225121
wd:Q183039	wd:Q183039
wd:Q11452125	wd:Q11452125
wd:Q106559804	wd:Q106559804
wd:Q40357	wd:Q40357
wd:Q16831714	wd:Q16831714
wd:Q178706	wd:Q178706
wd:Q655686	wd:Q655686
wd:Q4936585	wd:Q4936585
wd:Q4287745	wd:Q4287745
wd:Q1497649	wd:Q1497649
wd:Q7094076	wd:Q7094076
wd:Q212805	wd:Q212805
wd:Q15141646	wd:Q15141646
wd:Q166142	wd:Q166142
wd:Q15618637	wd:Q15618637
wd:Q35127	wd:Q35127
wd:Q7096323	wd:Q7096323
wd:Q1224984	wd:Q1224984
wd:Q186165	wd:Q186165
wd:Q2001867	wd:Q2001867
wd:Q66656823	wd:Q66656823
wd:Q33506	wd:Q33506
wd:Q16735822	wd:Q16735822
wd:Q1595639	wd:Q1595639
wd:Q2398990	wd:Q2398990
wd:Q24699794	wd:Q24699794
wd:Q2087181	wd:Q2087181
wd:Q588140	wd:Q588140
wd:Q58632302	wd:Q58632302
wd:Q2772772	wd:Q2772772
wd:Q207694	wd:Q207694
wd:Q3329412	wd:Q3329412
wd:Q22698	wd:Q22698
wd:Q756102	wd:Q756102
wd:Q1970365	wd:Q1970365
wd:Q26959059	wd:Q26959059
wd:Q26958726	wd:Q26958726
wd:Q111805064	wd:Q111805064
wd:Q28737012	wd:Q28737012
wd:Q25047682	wd:Q25047682
wd:Q671735	wd:Q671735
wd:Q1415133	wd:Q1415133
wd:Q1414390	wd:Q1414390
wd:Q43229	wd:Q43229
wd:Q1752346	wd:Q1752346
wd:Q18810687	wd:Q18810687
wd:Q2532278	wd:Q2532278
wd:Q11204	wd:Q11204
wd:Q7603708	wd:Q7603708
wd:Q294414	wd:Q294414
wd:Q10553309	wd:Q10553309
wd:Q6501447	wd:Q6501447
wd:Q701632	wd:Q701632
wd:Q56061	wd:Q56061
wd:Q3154693	wd:Q3154693
