wd:Q752295	wd:Q30849
wd:Q2906864	wd:Q30849
wd:Q14759031	wd:Q30849
wd:Q842399	wd:Q30849
wd:Q674926	wd:Q30849
wd:Q15709480	wd:Q5157338
wd:Q56395672	wd:Q1088552
wd:Q120560	wd:Q1088552
wd:Q55876909	wd:Q1088552
wd:Q56242215	wd:Q1088552
wd:Q834368	wd:Q707125
wd:Q260568	wd:Q23044244
wd:Q2061186	wd:Q1530022
wd:Q1269563	wd:Q1530022
wd:Q10551516	wd:Q1530022
wd:Q1431554	wd:Q1530022
wd:Q637017	wd:Q1530022
wd:Q20746389	wd:Q1530022
wd:Q1674714	wd:Q1530022
wd:Q2998465	wd:Q1530022
wd:Q384003	wd:Q1530022
wd:Q625160	wd:Q1530022
wd:Q1506541	wd:Q1530022
wd:Q118918125	wd:Q1530022
wd:Q565744	wd:Q1530022
wd:Q60176300	wd:Q1530022
wd:Q6762254	wd:Q1530022
wd:Q661513	wd:Q1530022
wd:Q479048	wd:Q1530022
wd:Q3208559	wd:Q1530022
wd:Q1478645	wd:Q1530022
wd:Q1729207	wd:Q1530022
wd:Q5110379	wd:Q1530022
wd:Q5269258	wd:Q1530022
wd:Q576603	wd:Q1530022
wd:Q114031976	wd:Q1530022
wd:Q14911880	wd:Q1530022
wd:Q2138320	wd:Q1530022
wd:Q2029182	wd:Q1530022
wd:Q102496	wd:Q1530022
wd:Q34651	wd:Q1530022
wd:Q124023017	wd:Q1530022
wd:Q11318286	wd:Q1530022
wd:Q111161	wd:Q1530022
wd:Q5393308	wd:Q1530022
wd:Q2638480	wd:Q1530022
wd:Q995347	wd:Q1530022
wd:Q897303	wd:Q1530022
wd:Q104805859	wd:Q1530022
wd:Q557206	wd:Q1530022
wd:Q13414953	wd:Q1530022
wd:Q7579930	wd:Q1530022
wd:Q665487	wd:Q1530022
wd:Q7553219	wd:Q1530022
wd:Q620225	wd:Q1530022
wd:Q2418941	wd:Q1530022
wd:Q225446	wd:Q1530022
wd:Q3356065	wd:Q1530022
wd:Q867738	wd:Q1530022
wd:Q202833	wd:Q107307154
wd:Q170519	wd:Q107307154
wd:Q35127	wd:Q107307154
wd:Q3215290	wd:Q12376661
wd:Q3500933	wd:Q12376661
wd:Q1413117	wd:Q12376661
wd:Q2415599	wd:Q2288051
wd:Q6541336	wd:Q2288051
wd:Q20819677	wd:Q1413406
wd:Q2047311	wd:Q88480
wd:Q91764	wd:Q88480
wd:Q5474871	wd:Q116476516
wd:Q25379	wd:Q116476516
wd:Q105492305	wd:Q115920686
wd:Q7889	wd:Q115920686
wd:Q7927908	wd:Q115920686
wd:Q786922	wd:Q1454553
wd:Q1368524	wd:Q373609
wd:Q2298718	wd:Q373609
wd:Q474	wd:Q373609
wd:Q5128020	wd:Q82753
wd:Q877809	wd:Q82753
wd:Q528053	wd:Q82753
wd:Q25975660	wd:Q82753
wd:Q26853769	wd:Q82753
wd:Q694975	wd:Q82753
wd:Q1571814	wd:Q82753
wd:Q592312	wd:Q82753
wd:Q1147633	wd:Q82753
wd:Q14679	wd:Q82753
wd:Q1973327	wd:Q82753
wd:Q21155149	wd:Q335297
wd:Q28337	wd:Q2168243
wd:Q7302601	wd:Q107329943
wd:Q374814	wd:Q107329943
wd:Q7157511	wd:Q7251589
wd:Q3536928	wd:Q3824506
wd:Q1236793	wd:Q455695
wd:Q105725005	wd:Q33506
wd:Q2106220	wd:Q33506
wd:Q112132548	wd:Q33506
wd:Q539615	wd:Q33506
wd:Q115154402	wd:Q33506
wd:Q1602776	wd:Q33506
wd:Q1146002	wd:Q33506
wd:Q7209480	wd:Q33506
wd:Q5739135	wd:Q33506
wd:Q2772772	wd:Q33506
wd:Q2066674	wd:Q33506
wd:Q118160864	wd:Q33506
wd:Q28134320	wd:Q33506
wd:Q1575307	wd:Q33506
wd:Q19890860	wd:Q33506
wd:Q7157526	wd:Q33506
wd:Q5183474	wd:Q33506
wd:Q20827313	wd:Q33506
wd:Q124055269	wd:Q33506
wd:Q61710650	wd:Q33506
wd:Q16735822	wd:Q33506
wd:Q2650083	wd:Q33506
wd:Q1798450	wd:Q33506
wd:Q28737012	wd:Q33506
wd:Q2244602	wd:Q33506
wd:Q866133	wd:Q33506
wd:Q3618768	wd:Q33506
wd:Q115154345	wd:Q33506
wd:Q6034565	wd:Q33506
wd:Q5755620	wd:Q33506
wd:Q11786880	wd:Q33506
wd:Q218735	wd:Q33506
wd:Q17431399	wd:Q33506
wd:Q26945175	wd:Q33506
wd:Q3867745	wd:Q33506
wd:Q588140	wd:Q33506
wd:Q26944924	wd:Q33506
wd:Q756102	wd:Q33506
wd:Q1549731	wd:Q33506
wd:Q1662089	wd:Q33506
wd:Q54934129	wd:Q33506
wd:Q1225034	wd:Q33506
wd:Q58632302	wd:Q33506
wd:Q78458396	wd:Q33506
wd:Q60731643	wd:Q33506
wd:Q16023965	wd:Q11446
wd:Q1537371	wd:Q11446
wd:Q281019	wd:Q11446
wd:Q170483	wd:Q11446
wd:Q352293	wd:Q11446
wd:Q105999	wd:Q11446
wd:Q199028	wd:Q11446
wd:Q15888	wd:Q11446
wd:Q671079	wd:Q11446
wd:Q2447856	wd:Q11446
wd:Q2518299	wd:Q11446
wd:Q474748	wd:Q11446
wd:Q2143541	wd:Q11446
wd:Q1165999	wd:Q11446
wd:Q12859788	wd:Q11446
wd:Q557281	wd:Q11446
wd:Q11229656	wd:Q11446
wd:Q1797381	wd:Q11446
wd:Q5750449	wd:Q11446
wd:Q644472	wd:Q11446
wd:Q1201871	wd:Q11446
wd:Q16518	wd:Q11446
wd:Q707786	wd:Q11446
wd:Q39804	wd:Q11446
wd:Q3308902	wd:Q11446
wd:Q17149955	wd:Q11446
wd:Q613316	wd:Q11446
wd:Q1151009	wd:Q11446
wd:Q5150726	wd:Q11446
wd:Q211969	wd:Q11446
wd:Q348741	wd:Q11446
wd:Q73618972	wd:Q11446
wd:Q1969469	wd:Q11446
wd:Q1498196	wd:Q11446
wd:Q188924	wd:Q11446
wd:Q19267382	wd:Q11446
wd:Q6765833	wd:Q11446
wd:Q820378	wd:Q11446
wd:Q5299960	wd:Q11446
wd:Q974686	wd:Q11446
wd:Q16808641	wd:Q11446
wd:Q3114762	wd:Q11446
wd:Q1009600	wd:Q11446
wd:Q5260814	wd:Q11446
wd:Q1571437	wd:Q11446
wd:Q1416413	wd:Q11446
wd:Q1430652	wd:Q11446
wd:Q6383187	wd:Q11446
wd:Q431622	wd:Q11446
wd:Q5166558	wd:Q11446
wd:Q114355618	wd:Q11446
wd:Q25653	wd:Q11446
wd:Q1131532	wd:Q11446
wd:Q431858	wd:Q11446
wd:Q474733	wd:Q11446
wd:Q402092	wd:Q11446
wd:Q3050282	wd:Q11446
wd:Q3209251	wd:Q11446
wd:Q1569963	wd:Q11446
wd:Q697196	wd:Q11446
wd:Q123282175	wd:Q11446
wd:Q1046122	wd:Q11446
wd:Q805338	wd:Q11446
wd:Q124175253	wd:Q11446
wd:Q917479	wd:Q11446
wd:Q2601071	wd:Q11446
wd:Q5459929	wd:Q11446
wd:Q1163179	wd:Q11446
wd:Q7241494	wd:Q11446
wd:Q509222	wd:Q11446
wd:Q2171942	wd:Q11446
wd:Q1534713	wd:Q11446
wd:Q4364292	wd:Q11446
wd:Q443802	wd:Q11446
wd:Q973740	wd:Q11446
wd:Q7889620	wd:Q11446
wd:Q5461999	wd:Q11446
wd:Q837139	wd:Q11446
wd:Q2065452	wd:Q11446
wd:Q4491070	wd:Q11446
wd:Q4364290	wd:Q11446
wd:Q212357	wd:Q11446
wd:Q1964223	wd:Q102047
wd:Q609261	wd:Q861911
wd:Q787020	wd:Q861911
wd:Q60797	wd:Q861911
wd:Q554211	wd:Q861911
wd:Q1121851	wd:Q861911
wd:Q272281	wd:Q861911
wd:Q5152362	wd:Q861911
wd:Q3030189	wd:Q861911
wd:Q249697	wd:Q861911
wd:Q261197	wd:Q861911
wd:Q2895132	wd:Q861911
wd:Q2477741	wd:Q2301048
wd:Q937378	wd:Q1370617
wd:Q1719931	wd:Q1370617
wd:Q2394680	wd:Q1370617
wd:Q9337488	wd:Q1370617
wd:Q2260567	wd:Q1370617
wd:Q5155340	wd:Q1370617
wd:Q7070528	wd:Q1370617
wd:Q12488913	wd:Q2225692
wd:Q26211545	wd:Q2225692
wd:Q965568	wd:Q2225692
wd:Q882149	wd:Q2225692
wd:Q750458	wd:Q208697
wd:Q2298435	wd:Q208697
wd:Q15293315	wd:Q353027
wd:Q10295465	wd:Q901402
wd:Q60332470	wd:Q901402
wd:Q51954785	wd:Q901402
wd:Q1734662	wd:Q901402
wd:Q2560911	wd:Q901402
wd:Q21905924	wd:Q3238422
wd:Q12132683	wd:Q3238422
wd:Q11220294	wd:Q191830
wd:Q2126292	wd:Q455647
wd:Q6453319	wd:Q12774506
wd:Q5375	wd:Q2238071
wd:Q5369	wd:Q2238071
wd:Q950799	wd:Q3217573
wd:Q3127570	wd:Q3217573
wd:Q58416391	wd:Q58415929
wd:Q26907166	wd:Q58415929
wd:Q464980	wd:Q58415929
